product_id,sale_id,quantity,description,createdAt
1659,1742,2,human-resource,2020-11-30 15:04:47
1793,1035,14,fault-tolerant,2021-02-07 14:19:30
1536,1441,1,upward-trending,2021-01-13 09:16:55
1924,1703,12,artificial intelligence,2021-06-29 15:08:13
1922,1513,1,human-resource,2021-11-06 05:37:09
1810,1931,4,Seamless,2021-09-09 02:31:30
1869,1042,11,neural-net,2021-07-01 23:37:09
1506,1598,7,Graphical User Interface,2020-11-13 20:08:01
1538,1117,13,didactic,2021-08-28 06:26:34
1546,1684,4,Adaptive,2021-09-27 10:59:27
1561,1644,1,6th generation,2021-02-08 16:49:06
1984,1872,2,matrix,2021-08-17 16:39:02
1716,1218,11,model,2021-02-23 22:39:58
1763,1993,11,algorithm,2021-01-18 11:17:00
1983,1453,4,policy,2021-11-05 08:23:02
1880,1030,2,conglomeration,2020-11-22 09:20:44
1988,1536,3,emulation,2021-01-01 03:15:53
1529,1425,9,Automated,2021-10-07 19:20:55
1888,1428,4,Enhanced,2020-12-26 18:41:25
1679,1486,4,dedicated,2021-04-11 09:19:42
1637,1780,15,neural-net,2021-01-26 19:27:47
1830,1420,3,hybrid,2021-06-22 04:11:05
1594,1452,13,support,2021-08-10 01:36:17
1894,1050,13,Profit-focused,2021-02-24 09:33:54
1594,1127,5,Enterprise-wide,2021-09-16 08:04:04
1867,1689,3,modular,2021-06-01 08:44:17
1527,1026,1,tertiary,2021-06-08 00:59:34
1726,1094,14,policy,2021-08-20 16:23:32
1514,1913,5,Public-key,2021-05-21 21:47:23
1803,1781,13,Self-enabling,2021-10-11 12:18:59
1524,1495,9,human-resource,2021-04-11 13:12:42
1662,1845,1,Phased,2021-06-22 02:44:54
1830,1472,1,multi-tasking,2021-04-25 20:09:56
1910,1346,7,Cross-platform,2021-02-26 21:35:08
1603,1325,14,Object-based,2021-06-18 03:21:32
1579,1877,2,Distributed,2021-09-29 06:29:19
1784,1075,12,installation,2021-02-12 20:05:35
1947,1309,1,multi-state,2021-07-18 10:42:11
1572,1061,14,Assimilated,2021-11-04 04:39:35
1906,1737,4,bottom-line,2021-09-09 00:37:05
1665,1750,8,Centralized,2021-02-20 10:38:46
1596,1598,7,fresh-thinking,2021-10-19 16:52:38
1841,1218,7,Graphical User Interface,2021-02-10 04:33:52
1932,1997,4,human-resource,2020-11-27 09:02:00
1724,1725,6,Enterprise-wide,2021-05-05 08:28:49
1906,1268,15,workforce,2021-02-01 07:17:26
1505,1095,10,clear-thinking,2021-09-23 14:04:28
1541,1727,12,Total,2021-05-06 02:22:21
1858,1915,10,architecture,2020-11-25 23:37:16
1730,1538,1,bifurcated,2021-09-08 18:27:57
1844,1256,8,implementation,2021-08-04 11:45:27
1992,1166,15,matrix,2021-10-06 13:01:26
1576,1202,14,Sharable,2021-08-29 17:25:17
1537,1873,9,Face to face,2021-03-10 14:10:21
1848,1244,15,encoding,2021-07-12 19:57:59
1787,1658,15,user-facing,2021-01-24 23:11:16
1827,1874,5,open system,2021-04-06 21:04:06
1918,1748,10,impactful,2021-02-09 03:46:01
1522,1679,14,upward-trending,2021-06-01 08:19:45
1557,1897,6,open architecture,2020-11-09 13:48:28
1984,1794,2,asynchronous,2021-05-15 19:16:01
1619,1852,13,budgetary management,2021-03-28 08:07:13
1718,1420,12,hub,2021-10-09 01:44:26
1986,1809,3,policy,2021-02-17 01:06:24
1927,1113,15,intranet,2021-08-09 10:51:14
1874,1606,1,systematic,2020-12-25 20:39:27
1634,1293,3,Fully-configurable,2020-11-26 19:24:07
1516,1385,7,impactful,2021-08-31 03:19:15
1953,1463,4,Mandatory,2021-04-30 21:18:34
1868,1069,6,moratorium,2021-11-01 20:19:56
1745,1616,10,workforce,2021-06-26 06:36:41
1503,1694,12,maximized,2021-03-10 23:12:37
1965,1693,7,3rd generation,2020-12-11 23:49:17
1980,1011,12,Down-sized,2021-01-05 13:21:23
1847,1046,3,Public-key,2021-04-24 05:33:33
1883,1474,11,Triple-buffered,2021-06-24 22:29:02
1538,1642,15,forecast,2021-01-17 20:20:45
1591,1647,13,Distributed,2021-07-22 00:36:02
1819,1578,15,Progressive,2021-10-27 01:07:50
1608,1817,13,cohesive,2021-04-26 11:37:01
1605,1363,13,Integrated,2021-01-14 10:49:25
1986,1221,4,Open-architected,2021-09-27 06:16:15
1823,1488,12,Future-proofed,2021-05-21 19:25:07
1606,1304,4,web-enabled,2021-08-11 18:22:01
1834,1935,3,complexity,2021-05-07 20:36:01
1525,1667,15,Assimilated,2021-09-05 01:58:38
1758,1327,8,customer loyalty,2020-11-24 02:10:49
1929,1433,5,infrastructure,2021-08-11 11:30:38
1505,1280,13,client-driven,2021-01-23 17:59:57
1931,1339,7,Progressive,2021-09-23 07:16:37
1633,1608,13,superstructure,2020-12-04 10:47:52
1596,1694,6,Reactive,2021-07-01 15:06:56
1997,1100,13,Expanded,2021-02-14 16:30:56
1753,1065,4,transitional,2021-08-25 19:03:37
1955,1196,5,Inverse,2021-08-16 10:59:32
1692,1557,10,solution-oriented,2021-08-19 07:34:34
1926,1238,7,user-facing,2021-09-09 23:17:43
1845,1353,4,forecast,2021-10-14 12:13:13
1904,1306,11,responsive,2021-10-13 03:32:54
1826,1171,2,forecast,2020-11-24 17:50:01
1929,1488,10,adapter,2021-04-15 00:06:20
1644,1982,13,Seamless,2021-03-14 10:01:51
1924,1368,7,user-facing,2021-10-19 15:39:01
1665,1143,8,Open-source,2020-11-24 21:27:48
1756,1510,4,service-desk,2021-10-02 10:30:40
1602,1095,11,model,2021-02-05 10:22:56
1764,1575,2,contingency,2020-11-26 06:46:01
1802,1047,12,executive,2020-11-27 15:43:39
1861,1706,1,algorithm,2021-05-04 16:53:49
1746,1355,6,Pre-emptive,2021-05-07 10:04:42
1641,1670,1,Synchronised,2020-12-16 20:28:38
1736,1088,11,leading edge,2021-10-10 00:36:20
1777,1987,14,Pre-emptive,2021-08-30 18:02:30
1853,1745,7,system-worthy,2021-01-16 20:39:49
1635,1182,3,cohesive,2021-05-08 02:24:14
1766,1554,4,Switchable,2021-05-19 21:41:07
1968,1783,14,interface,2021-11-07 00:22:26
1972,1320,5,capability,2020-11-11 12:55:20
1692,1249,8,workforce,2021-06-29 01:17:44
1611,1512,10,multi-tasking,2021-07-19 10:55:41
1680,1869,12,analyzer,2021-07-07 14:21:19
1853,1864,14,monitoring,2021-06-16 01:41:00
1869,1982,6,web-enabled,2020-11-14 22:59:23
1802,1123,8,heuristic,2020-12-11 00:25:38
1983,1891,1,internet solution,2021-03-17 03:24:52
1865,1806,10,User-centric,2021-06-18 09:24:50
1760,1089,10,Re-engineered,2020-11-18 12:44:44
1680,1840,9,motivating,2021-09-12 05:57:06
1666,1101,15,Automated,2021-08-18 08:38:00
1775,1221,6,intangible,2021-06-20 03:39:46
1792,1546,4,Business-focused,2021-03-26 00:00:03
1787,1574,14,challenge,2021-10-21 22:56:57
1872,1019,4,customer loyalty,2021-11-05 07:50:44
1522,1830,9,installation,2021-08-25 13:59:18
1577,1849,7,Re-engineered,2021-10-21 19:38:37
1704,1059,6,utilisation,2021-05-07 18:38:06
1685,1889,1,database,2021-01-09 04:48:39
1812,1871,8,implementation,2020-12-12 20:38:39
1954,1505,15,incremental,2021-11-07 05:33:27
1689,1291,5,Digitized,2021-07-24 19:41:44
1834,1908,12,pricing structure,2021-05-06 14:51:00
1917,1296,14,Versatile,2020-11-21 02:27:49
1578,1415,2,benchmark,2021-07-08 12:07:39
1551,1629,15,context-sensitive,2021-08-17 17:02:11
1868,1024,5,Optimized,2020-12-07 13:37:02
1867,1934,1,multi-state,2021-05-31 11:11:16
1706,1314,15,capability,2021-06-06 04:18:49
1989,1705,2,fresh-thinking,2021-10-23 21:19:37
1830,1317,4,interface,2021-10-03 13:22:48
1866,1837,13,impactful,2021-10-28 05:09:23
1612,1354,5,coherent,2021-02-07 10:58:07
1767,1858,4,process improvement,2021-02-02 19:11:14
1628,1102,4,tangible,2021-05-01 18:24:49
1866,1939,6,attitude-oriented,2020-12-26 10:33:20
1861,1955,12,Team-oriented,2021-02-27 07:24:48
1893,1119,9,Synergized,2021-07-09 20:57:35
1683,1681,5,time-frame,2021-06-17 18:04:37
1724,1692,6,encompassing,2021-06-20 16:12:22
1612,1394,8,discrete,2020-12-30 04:46:25
1595,1714,5,Polarised,2021-02-17 04:17:11
1629,1526,13,system engine,2021-09-25 13:26:07
1521,1234,11,definition,2021-09-02 17:31:00
1931,1001,12,interface,2021-04-19 06:09:06
1859,1341,4,Devolved,2021-02-17 15:35:40
1984,1390,2,secured line,2021-05-29 16:35:51
1502,1916,15,infrastructure,2021-07-16 21:02:05
1800,1896,14,systematic,2021-03-19 18:28:34
1546,1991,14,national,2021-05-31 04:41:39
1982,1969,4,Decentralized,2021-08-26 09:04:31
1978,1347,6,function,2021-08-11 08:14:51
1814,1687,13,bifurcated,2021-06-10 02:07:08
1942,1455,6,Versatile,2021-05-13 09:08:00
1804,1180,8,adapter,2021-09-20 18:18:55
1980,1087,8,contextually-based,2021-04-03 11:52:50
1776,1587,14,Future-proofed,2020-12-22 10:43:16
1691,1961,11,website,2021-10-23 10:28:55
1576,1519,13,responsive,2021-06-11 08:25:59
1709,1996,14,Extended,2021-10-25 05:44:23
1978,1937,5,throughput,2021-04-03 15:12:29
1770,1190,7,homogeneous,2021-06-30 15:55:29
1774,1744,4,Synergistic,2020-12-01 20:13:11
1752,1894,6,concept,2021-01-15 17:33:04
1918,1807,4,fault-tolerant,2021-06-21 21:30:26
1784,1192,7,hierarchy,2021-05-09 17:03:43
1707,1805,3,optimizing,2021-10-03 14:51:36
1563,1957,8,intangible,2021-03-14 04:20:57
1785,1859,13,transitional,2020-11-16 17:13:17
1747,1857,9,Focused,2021-07-05 04:51:59
1605,1561,10,exuding,2021-07-10 05:47:45
2000,1981,11,migration,2020-12-21 14:05:44
1682,1069,7,software,2020-11-29 15:02:34
1574,1203,9,3rd generation,2021-08-30 14:17:27
1837,1309,4,composite,2021-04-04 06:48:22
1543,1953,15,matrix,2021-05-26 01:27:15
1792,1362,12,Compatible,2021-10-22 01:03:06
1656,1503,11,installation,2021-02-12 23:05:21
1502,1746,1,success,2021-11-03 10:04:11
1551,1833,4,firmware,2021-02-18 21:18:52
1957,1862,15,ability,2020-12-30 13:46:19
1812,1013,10,architecture,2021-02-24 00:15:22
1954,1181,9,context-sensitive,2021-07-23 02:05:36
1594,1043,5,solution,2021-01-05 22:09:27
1704,1460,5,Up-sized,2021-11-03 00:53:03
1802,1252,4,Ergonomic,2021-08-09 15:13:14
1875,1464,2,Seamless,2021-01-17 04:42:53
1844,1678,9,website,2021-03-05 11:43:24
1870,1624,7,human-resource,2021-01-15 15:52:02
1759,1643,4,Grass-roots,2021-03-12 07:23:09
1825,1563,10,concept,2021-06-16 10:15:19
1648,1625,8,extranet,2021-08-21 18:52:18
1755,1225,3,Cross-platform,2021-07-16 01:47:30
1874,1392,5,website,2021-02-09 16:19:24
1996,1874,9,5th generation,2021-03-13 02:54:29
1559,1084,2,bifurcated,2021-09-19 10:21:30
1915,1700,10,Enhanced,2021-07-20 11:41:08
1576,1688,1,Organized,2021-10-18 19:19:02
1966,1071,10,Right-sized,2021-01-14 21:07:59
1602,1028,6,standardization,2021-10-10 08:47:38
1720,1655,4,paradigm,2021-08-17 09:03:50
1614,1743,2,scalable,2021-06-03 00:24:35
1805,1296,8,national,2021-08-29 22:31:07
1611,1927,2,interactive,2020-11-27 04:15:31
1888,1056,4,De-engineered,2021-02-07 16:55:18
1574,1449,10,Assimilated,2021-08-09 01:15:00
1766,1773,7,national,2020-12-04 09:56:37
1510,1818,1,Cross-platform,2021-04-18 23:08:29
1568,1051,8,attitude,2021-02-05 14:49:10
1508,1133,3,data-warehouse,2021-05-27 13:22:18
1688,1758,8,User-friendly,2020-12-12 00:08:03
1626,2000,8,internet solution,2021-02-16 12:08:38
1896,1774,10,Robust,2020-12-31 14:26:46
1570,1082,4,data-warehouse,2021-03-04 01:48:48
1862,1970,10,Reduced,2021-08-12 01:55:47
1550,1358,5,synergy,2021-08-06 15:03:57
1598,1794,11,6th generation,2020-11-18 15:40:18
1595,1913,7,eco-centric,2021-08-19 21:36:57
1930,1017,1,transitional,2020-12-12 11:39:35
1583,1202,10,archive,2020-12-24 22:46:37
1920,1355,10,Visionary,2021-04-13 17:04:10
1990,1902,9,Cross-platform,2020-12-18 06:30:56
1828,1996,10,background,2021-11-07 14:55:32
1985,1028,4,intranet,2020-12-04 15:18:45
1617,1727,3,encryption,2021-03-12 12:27:45
1654,1321,13,scalable,2021-07-29 15:19:20
1681,1983,5,methodology,2020-12-20 14:48:30
1889,1220,6,Virtual,2021-10-29 20:29:17
1891,1230,10,Integrated,2021-04-07 19:13:18
1579,1915,15,asynchronous,2021-09-28 15:55:37
1909,1504,13,conglomeration,2020-12-31 16:09:49
1719,1722,10,Business-focused,2021-09-05 05:28:07
1992,1657,6,zero administration,2021-04-01 04:16:57
1688,1755,15,multi-tasking,2021-02-08 04:51:22
1859,1691,12,interactive,2021-10-14 07:35:16
1766,1813,3,hierarchy,2021-04-04 13:26:24
1835,1181,13,bi-directional,2021-05-30 13:52:48
1792,1807,3,Public-key,2021-06-15 07:39:03
1584,1199,6,projection,2021-07-10 03:50:22
1945,1701,6,intranet,2021-03-22 10:17:25
1878,1296,11,Managed,2021-01-22 23:54:01
1553,1549,14,zero tolerance,2021-10-14 18:08:40
1888,1311,6,orchestration,2020-11-27 20:16:20
1878,1011,9,Vision-oriented,2021-06-14 08:26:02
1747,1827,13,Compatible,2021-02-06 09:47:41
1676,1788,7,internet solution,2021-05-01 17:40:23
1927,1876,5,standardization,2020-12-05 03:26:51
1886,1512,13,Fundamental,2021-06-16 09:12:06
1535,1233,8,zero administration,2021-07-16 07:17:01
1810,1525,5,process improvement,2021-10-22 20:04:05
1804,1249,6,standardization,2021-02-15 00:13:34
1869,1448,1,core,2021-06-17 06:12:07
1684,1952,5,homogeneous,2021-04-22 08:36:45
1802,1453,1,exuding,2021-07-02 08:27:32
1966,1310,8,secondary,2021-03-18 09:11:13
1718,1688,15,Profound,2021-05-02 03:03:09
1553,1411,12,Synergized,2021-10-03 06:27:43
1518,1071,1,software,2021-09-09 12:05:23
1718,1392,14,Front-line,2021-03-16 12:18:26
1989,1239,7,attitude,2021-09-18 02:06:30
1553,1814,3,Customizable,2021-03-26 23:10:25
1938,1246,2,success,2021-06-07 19:22:54
1678,1881,5,Proactive,2020-11-14 14:59:12
1518,1879,1,24/7,2021-05-01 18:01:02
1691,1018,13,Profit-focused,2021-09-02 04:12:21
1929,1931,10,uniform,2021-02-21 02:18:34
1524,1000,6,Mandatory,2020-12-27 07:56:59
1990,1981,8,client-server,2021-04-17 08:13:32
1847,1912,4,fresh-thinking,2021-03-21 12:33:54
1990,1608,3,workforce,2021-04-16 18:56:37
1711,1677,3,Multi-lateral,2021-04-20 17:13:22
1591,1559,5,neural-net,2021-07-01 02:44:17
1653,1392,8,Persistent,2021-05-19 12:11:58
1635,1361,1,national,2021-09-14 16:55:48
1743,1680,6,Decentralized,2021-08-30 19:46:56
1902,1878,2,policy,2021-09-19 22:09:14
1802,1262,10,attitude,2021-07-28 04:57:16
1670,1497,12,Robust,2021-04-07 07:06:26
1548,1845,12,Synergistic,2021-08-14 07:24:23
1861,1796,4,Secured,2021-05-02 23:43:14
1906,1766,5,Synergistic,2021-01-24 22:13:58
1821,1695,5,encryption,2021-03-13 11:24:57
1759,1191,12,needs-based,2021-08-23 06:47:40
1516,1841,10,intangible,2021-06-03 16:47:50
1727,1010,8,De-engineered,2020-11-11 23:23:37
1830,1069,6,hierarchy,2021-01-30 19:41:11
1804,1083,13,data-warehouse,2021-02-01 04:44:12
1754,1143,8,contingency,2021-04-06 17:06:19
1964,1394,13,intranet,2021-04-26 08:12:16
1962,1634,1,hierarchy,2021-06-14 08:47:01
1529,1112,9,homogeneous,2021-10-11 10:23:58
1620,1718,12,budgetary management,2021-07-03 04:01:39
1512,1029,13,Configurable,2021-03-12 21:33:00
1988,1859,2,conglomeration,2021-07-29 17:57:40
1820,1168,8,flexibility,2020-11-23 09:21:01
1644,1707,6,alliance,2021-03-22 21:40:38
1638,1495,3,systematic,2020-12-07 18:23:41
1856,1089,14,encryption,2021-09-07 23:53:20
1553,1029,10,maximized,2021-05-01 11:57:10
1707,1752,13,Cross-platform,2021-02-28 23:50:14
1761,1746,5,secured line,2021-04-26 21:51:51
2000,1141,3,monitoring,2021-09-15 15:28:20
1561,1628,14,Ergonomic,2021-06-18 18:22:48
1582,1828,1,circuit,2021-01-03 19:07:51
1832,1741,11,circuit,2021-07-25 23:30:27
1510,1498,12,Pre-emptive,2021-01-13 00:09:38
1669,1660,2,parallelism,2020-12-11 12:49:16
1569,1371,11,Configurable,2021-02-19 03:22:27
1917,1895,11,Expanded,2021-11-05 03:26:09
1818,1264,3,Focused,2021-07-04 18:50:49
1651,1890,5,Optimized,2020-11-17 20:04:47
1971,1121,9,local,2021-09-30 17:33:17
1615,1533,8,extranet,2021-09-11 02:28:46
1997,1211,7,methodology,2021-09-13 15:49:02
1650,1677,10,Graphic Interface,2021-10-11 05:35:50
1877,1278,12,Object-based,2021-07-28 14:19:36
1714,1840,5,Ameliorated,2021-09-21 16:16:11
1810,1563,12,coherent,2020-12-06 10:00:41
1631,1269,10,maximized,2021-07-22 02:18:20
1683,1309,9,Sharable,2021-03-01 22:21:11
1741,1245,10,system engine,2021-06-04 13:33:23
1656,1373,13,non-volatile,2021-10-14 00:47:55
1973,1578,1,access,2020-12-11 18:22:53
1608,1523,6,middleware,2021-02-05 02:34:24
1523,1007,4,methodology,2020-11-11 01:30:27
1700,1470,6,optimizing,2021-01-30 13:50:17
1870,1522,15,Ameliorated,2021-07-27 23:42:22
1753,1474,5,Networked,2021-05-07 17:20:02
1808,1173,11,discrete,2020-11-24 07:05:33
1703,1596,3,encryption,2021-05-31 16:20:43
1608,1950,14,data-warehouse,2021-04-06 14:19:51
1804,1082,13,Optimized,2020-12-29 23:57:41
1798,1176,10,hybrid,2021-04-26 03:14:57
1730,1473,5,Graphical User Interface,2021-10-07 05:21:58
1807,1043,12,dedicated,2021-05-02 11:30:01
1749,1357,6,Customizable,2021-05-27 21:33:44
1645,1256,9,system-worthy,2021-10-20 15:21:09
1967,1222,3,bandwidth-monitored,2021-01-15 22:06:07
1671,1629,9,Diverse,2021-06-01 01:33:53
1834,1129,8,open architecture,2021-10-13 11:21:53
1640,1616,8,software,2021-01-18 12:22:05
1770,1974,12,User-centric,2021-05-14 10:39:43
1907,1144,1,Streamlined,2021-10-17 20:06:15
1964,1728,8,Persistent,2021-08-17 05:57:07
1538,1682,2,Compatible,2021-10-30 01:10:06
1699,1733,11,exuding,2021-07-13 03:07:47
1548,1746,12,Business-focused,2021-10-25 19:14:55
1652,1705,12,productivity,2021-06-29 05:49:46
1633,1703,15,maximized,2021-05-11 20:15:37
1570,1102,15,bifurcated,2020-11-13 00:04:16
1752,1956,8,leading edge,2021-10-21 03:46:22
1610,1101,11,client-driven,2021-10-02 16:22:15
1826,1172,11,policy,2021-08-09 07:46:02
1782,1194,6,functionalities,2021-06-30 10:03:00
1968,1702,9,Right-sized,2021-08-26 04:20:53
1975,1738,11,coherent,2020-11-25 02:13:14
1557,1890,15,coherent,2021-05-20 10:39:27
1720,1222,12,Grass-roots,2021-11-05 03:08:48
1777,1913,1,modular,2020-12-26 10:33:47
1844,1545,2,upward-trending,2021-05-01 14:04:55
1616,1258,9,systematic,2021-04-29 15:25:54
1840,1602,15,Decentralized,2021-01-22 23:21:20
1773,1391,3,hardware,2020-11-21 03:43:52
1557,1577,9,software,2021-02-18 22:53:32
2000,1577,2,Managed,2021-07-12 16:40:37
1565,1560,11,modular,2020-11-08 14:58:07
1989,1011,12,object-oriented,2020-11-09 05:44:13
1529,1143,13,system-worthy,2020-11-22 05:36:47
1959,1325,3,tertiary,2021-01-16 14:29:35
1555,1124,15,full-range,2021-06-11 15:46:53
1624,1987,5,User-centric,2021-05-11 03:16:35
1569,1376,6,4th generation,2021-01-02 07:39:08
1943,1498,10,national,2021-02-10 07:54:24
1766,1787,3,executive,2020-12-28 16:30:18
1740,1610,15,Organic,2021-09-06 09:06:12
1780,1191,3,open system,2020-11-20 22:53:52
1556,1355,12,human-resource,2021-05-15 01:44:10
1903,1899,7,core,2020-12-23 22:32:28
1812,1595,6,homogeneous,2021-04-19 14:28:58
1830,1938,5,portal,2021-08-16 20:58:35
1891,1554,7,Managed,2021-08-18 13:44:29
1798,1861,13,Multi-layered,2020-12-28 01:55:52
1783,1032,8,Realigned,2021-05-05 16:43:34
1699,1468,3,moratorium,2021-02-17 16:21:12
1955,1128,1,6th generation,2021-10-08 23:04:38
1819,1729,5,Progressive,2021-01-23 08:28:09
1590,1275,5,bi-directional,2021-01-23 10:50:41
1639,1787,14,Up-sized,2020-12-04 12:37:28
1826,1092,1,Graphical User Interface,2021-10-28 05:31:47
1738,1051,8,Balanced,2021-08-02 07:13:28
1654,1193,15,Reduced,2021-08-03 13:20:03
1854,1087,10,implementation,2021-02-10 20:51:02
1897,1399,1,value-added,2021-10-14 17:43:10
1516,1641,15,challenge,2021-10-31 07:49:02
1980,1780,3,Upgradable,2021-03-14 20:19:44
1546,1045,5,national,2021-10-06 18:51:36
1969,1944,8,asymmetric,2021-10-15 09:23:53
1588,1311,6,solution-oriented,2020-11-29 13:51:31
1686,1718,9,high-level,2021-04-08 16:04:31
1519,1607,7,fault-tolerant,2021-04-19 02:19:16
1578,1740,3,collaboration,2020-12-09 05:51:16
1917,1505,7,initiative,2021-11-01 19:40:37
1781,1106,6,bottom-line,2021-01-04 04:28:15
1980,1619,12,real-time,2021-07-09 14:28:54
1963,1998,6,standardization,2021-06-07 12:34:39
1788,1331,3,middleware,2021-03-27 06:26:20
1780,1731,15,De-engineered,2021-04-15 11:14:29
1954,1308,6,composite,2021-02-02 04:31:30
1527,1948,3,Switchable,2021-04-12 23:07:20
1784,1788,13,help-desk,2021-10-12 16:20:39
1995,1420,14,Synergistic,2021-10-29 03:19:44
1923,1239,3,Reduced,2021-08-14 01:48:10
1918,1136,3,Graphic Interface,2021-04-09 16:10:34
1805,1754,7,throughput,2020-12-12 13:11:40
1794,1890,1,maximized,2021-05-18 00:17:40
1959,1222,5,knowledge user,2020-11-15 22:33:56
1789,1251,5,system engine,2021-10-14 09:06:15
1678,1886,9,De-engineered,2021-07-14 19:59:59
1940,1134,12,Enterprise-wide,2021-05-06 19:59:46
1805,1680,6,alliance,2021-11-03 00:41:37
1522,1926,8,executive,2021-04-26 21:53:00
1864,1590,4,optimizing,2021-11-03 19:18:48
1994,1436,5,Triple-buffered,2021-02-14 02:27:56
1569,1203,8,uniform,2021-01-19 16:27:20
1849,1501,2,benchmark,2020-12-27 06:09:28
1825,1934,3,Persevering,2021-04-08 06:08:01
1542,1805,5,Enterprise-wide,2021-01-29 01:39:40
1530,1134,3,zero tolerance,2021-04-27 21:53:19
1572,1349,5,non-volatile,2021-03-28 15:26:28
1510,1638,2,extranet,2021-05-19 04:11:53
1660,1703,10,internet solution,2021-09-23 03:18:34
1933,1575,15,maximized,2021-02-02 05:21:44
1713,1897,12,benchmark,2021-05-15 19:12:02
1958,1053,5,bottom-line,2021-01-17 22:45:49
1839,1120,15,disintermediate,2020-12-23 18:04:50
1607,1110,11,static,2021-04-22 23:01:16
1986,1942,13,exuding,2020-11-11 21:32:44
1855,1138,1,context-sensitive,2021-10-09 16:48:08
1933,1461,13,Ergonomic,2021-01-31 03:12:25
1988,1555,8,migration,2021-05-01 11:40:20
1806,1231,10,attitude,2021-02-24 07:40:05
1573,1448,14,regional,2021-01-15 12:33:27
1841,1502,5,intangible,2021-07-28 06:56:51
1607,1349,4,hub,2021-09-07 04:32:55
1946,1088,9,bifurcated,2021-05-19 20:18:11
1996,1838,5,contextually-based,2021-05-02 13:36:13
1746,1019,2,strategy,2020-12-12 01:39:16
1648,1379,5,Future-proofed,2020-11-11 17:29:28
1741,1823,5,structure,2020-11-18 03:07:29
1781,1922,15,portal,2021-01-17 01:35:56
1709,1154,15,moderator,2021-03-27 11:17:47
1794,1264,6,moderator,2020-11-09 21:11:43
1540,1924,2,upward-trending,2021-02-11 12:08:37
1914,1746,15,multi-state,2021-05-09 15:18:22
1740,1959,10,model,2021-01-20 19:18:28
1912,1123,4,Intuitive,2020-11-25 17:19:48
1934,1703,11,even-keeled,2020-11-15 08:56:36
1785,1032,14,website,2021-03-22 18:49:24
1911,1353,8,Triple-buffered,2021-01-04 05:44:36
1676,1808,7,modular,2021-03-28 23:20:13
1881,1715,6,circuit,2021-09-26 05:48:41
1909,1654,9,Reduced,2021-04-30 02:06:02
1709,1785,12,intranet,2021-06-16 19:31:20
1960,1176,6,Function-based,2021-02-04 23:28:45
1512,1683,15,User-friendly,2021-10-18 08:06:25
1968,1756,1,service-desk,2021-03-30 15:43:09
1539,1879,6,User-centric,2021-01-12 15:16:35
1831,1854,9,data-warehouse,2021-02-21 00:07:14
1694,1819,8,transitional,2020-11-28 10:23:17
1936,1343,13,Monitored,2021-01-12 14:19:43
1810,1501,4,24/7,2020-12-05 18:28:34
1829,1332,2,mobile,2021-08-17 06:36:15
1952,1523,9,asymmetric,2021-10-22 19:50:01
1976,1868,5,background,2021-06-09 04:58:34
1983,1481,10,value-added,2021-03-24 21:45:34
1744,1212,6,Right-sized,2021-07-30 04:20:12
1873,1644,15,success,2020-11-19 16:35:57
1674,1891,1,scalable,2021-03-01 15:11:36
1580,1105,15,responsive,2021-01-28 17:12:12
1570,1121,5,Diverse,2021-08-28 13:00:32
1808,1331,6,non-volatile,2021-08-23 06:37:04
1551,1000,5,alliance,2021-07-10 14:40:46
1857,1742,12,clear-thinking,2021-08-06 16:39:05
